Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 3/31/2025 2:26:50 PM, 632.8, 1.4802 , , , , 
, 3/31/2025 2:27:38 PM, 632.8, 1.4815 , , , , 
, 3/31/2025 2:28:26 PM, 632.8, 1.4818 , , , , 
, 3/31/2025 2:29:14 PM, 632.8, 1.4817 , , , , 
, 3/31/2025 2:30:02 PM, 632.8, 1.4816 , , , , 
, 3/31/2025 2:31:22 PM, 632.8, 1.4815 , , , , 
, 3/31/2025 2:32:10 PM, 632.8, 1.4814 , , , , 
, 3/31/2025 2:32:58 PM, 632.8, 1.4811 , , , , 
, 3/31/2025 2:33:46 PM, 632.8, 1.4816 , , , , 
, 3/31/2025 2:34:34 PM, 632.8, 1.4815 , , , , 
, 3/31/2025 2:35:49 PM, 632.8, 1.4819 , , , , 
, 3/31/2025 2:36:37 PM, 632.8, 1.4817 , , , , 
, 3/31/2025 2:37:25 PM, 632.8, 1.4817 , , , , 
, 3/31/2025 2:38:13 PM, 632.8, 1.4817 , , , , 
, 3/31/2025 2:39:01 PM, 632.8, 1.4815 , , , , 
, 3/31/2025 2:41:54 PM, 972.3, 1.4739 , , , , 
, 3/31/2025 2:42:42 PM, 972.3, 1.4741 , , , , 
, 3/31/2025 2:43:30 PM, 972.3, 1.4736 , , , , 
, 3/31/2025 2:44:18 PM, 972.3, 1.4740 , , , , 
, 3/31/2025 2:45:06 PM, 972.3, 1.4736 , , , , 
, 3/31/2025 2:46:32 PM, 972.3, 1.4733 , , , , 
, 3/31/2025 2:47:19 PM, 972.3, 1.4738 , , , , 
, 3/31/2025 2:48:07 PM, 972.3, 1.4734 , , , , 
, 3/31/2025 2:48:55 PM, 972.3, 1.4742 , , , , 
, 3/31/2025 2:49:43 PM, 972.3, 1.4737 , , , , 
, 3/31/2025 2:51:48 PM, 972.3, 1.4738 , , , , 
, 3/31/2025 2:52:36 PM, 972.3, 1.4740 , , , , 
, 3/31/2025 2:53:24 PM, 972.3, 1.4737 , , , , 
, 3/31/2025 2:54:12 PM, 972.3, 1.4742 , , , , 
, 3/31/2025 2:55:00 PM, 972.3, 1.4741 , , , , 
, 3/31/2025 2:56:12 PM, 403.2, 1.5006 , , , , 
, 3/31/2025 2:57:00 PM, 403.2, 1.5005 , , , , 
, 3/31/2025 2:57:47 PM, 403.2, 1.5005 , , , , 
, 3/31/2025 2:58:35 PM, 403.2, 1.5005 , , , , 
, 3/31/2025 2:59:23 PM, 403.2, 1.5007 , , , , 
, 3/31/2025 3:01:34 PM, 403.2, 1.5004 , , , , 
, 3/31/2025 3:02:22 PM, 403.2, 1.5002 , , , , 
, 3/31/2025 3:03:10 PM, 403.2, 1.4999 , , , , 
, 3/31/2025 3:03:58 PM, 403.2, 1.5003 , , , , 
, 3/31/2025 3:04:46 PM, 403.2, 1.5002 , , , , 
, 3/31/2025 3:07:07 PM, 403.2, 1.5006 , , , , 
, 3/31/2025 3:07:55 PM, 403.2, 1.5004 , , , , 
, 3/31/2025 3:08:43 PM, 403.2, 1.5006 , , , , 
, 3/31/2025 3:09:31 PM, 403.2, 1.5003 , , , , 
, 3/31/2025 3:10:19 PM, 403.2, 1.5003 , , , , 

Mean, , , 1.4852 , 
Std Dev, , , .0113 , 
% Std Dev, , , 0.76, 
Count, , , 45, 
Min, , , 1.4733 , 
Max, , , 1.5007 , 


