Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 4/9/2025 8:31:38 AM, 632.8, 1.4765 , , , , 
, 4/9/2025 8:32:26 AM, 632.8, 1.4761 , , , , 
, 4/9/2025 8:33:14 AM, 632.8, 1.4759 , , , , 
, 4/9/2025 8:34:02 AM, 632.8, 1.4760 , , , , 
, 4/9/2025 8:34:49 AM, 632.8, 1.4761 , , , , 
, 4/9/2025 8:36:56 AM, 632.8, 1.4760 , , , , 
, 4/9/2025 8:37:44 AM, 632.8, 1.4761 , , , , 
, 4/9/2025 8:38:32 AM, 632.8, 1.4758 , , , , 
, 4/9/2025 8:39:20 AM, 632.8, 1.4758 , , , , 
, 4/9/2025 8:40:08 AM, 632.8, 1.4757 , , , , 
, 4/9/2025 8:41:27 AM, 632.8, 1.4758 , , , , 
, 4/9/2025 8:42:15 AM, 632.8, 1.4755 , , , , 
, 4/9/2025 8:43:02 AM, 632.8, 1.4757 , , , , 
, 4/9/2025 8:43:50 AM, 632.8, 1.4756 , , , , 
, 4/9/2025 8:44:38 AM, 632.8, 1.4756 , , , , 
, 4/9/2025 8:45:50 AM, 972.3, 1.4690 , , , , 
, 4/9/2025 8:46:38 AM, 972.3, 1.4697 , , , , 
, 4/9/2025 8:47:26 AM, 972.3, 1.4694 , , , , 
, 4/9/2025 8:48:14 AM, 972.3, 1.4696 , , , , 
, 4/9/2025 8:49:02 AM, 972.3, 1.4694 , , , , 
, 4/9/2025 8:51:21 AM, 972.3, 1.4703 , , , , 
, 4/9/2025 8:52:09 AM, 972.3, 1.4696 , , , , 
, 4/9/2025 8:52:57 AM, 972.3, 1.4697 , , , , 
, 4/9/2025 8:53:45 AM, 972.3, 1.4693 , , , , 
, 4/9/2025 8:54:33 AM, 972.3, 1.4697 , , , , 
, 4/9/2025 8:55:44 AM, 972.3, 1.4707 , , , , 
, 4/9/2025 8:56:32 AM, 972.3, 1.4703 , , , , 
, 4/9/2025 8:57:20 AM, 972.3, 1.4699 , , , , 
, 4/9/2025 8:58:08 AM, 972.3, 1.4700 , , , , 
, 4/9/2025 8:58:55 AM, 972.3, 1.4704 , , , , 
, 4/9/2025 8:59:55 AM, 403.2, 1.4928 , , , , 
, 4/9/2025 9:00:43 AM, 403.2, 1.4933 , , , , 
, 4/9/2025 9:01:31 AM, 403.2, 1.4929 , , , , 
, 4/9/2025 9:02:19 AM, 403.2, 1.4929 , , , , 
, 4/9/2025 9:03:06 AM, 403.2, 1.4930 , , , , 
, 4/9/2025 9:04:47 AM, 403.2, 1.4924 , , , , 
, 4/9/2025 9:05:35 AM, 403.2, 1.4926 , , , , 
, 4/9/2025 9:06:23 AM, 403.2, 1.4922 , , , , 
, 4/9/2025 9:07:11 AM, 403.2, 1.4923 , , , , 
, 4/9/2025 9:07:59 AM, 403.2, 1.4923 , , , , 
, 4/9/2025 9:09:24 AM, 403.2, 1.4933 , , , , 
, 4/9/2025 9:10:12 AM, 403.2, 1.4934 , , , , 
, 4/9/2025 9:11:00 AM, 403.2, 1.4929 , , , , 
, 4/9/2025 9:11:48 AM, 403.2, 1.4930 , , , , 
, 4/9/2025 9:12:36 AM, 403.2, 1.4931 , , , , 

Mean, , , 1.4795 , 
Std Dev, , , .0099 , 
% Std Dev, , , 0.67, 
Count, , , 45, 
Min, , , 1.4690 , 
Max, , , 1.4934 , 


