"2025-05-08_SoFlexII_2 - RawData"
"Wavelength nm.","Abs."
400.00,0.098
401.00,0.094
402.00,0.089
403.00,0.085
404.00,0.081
405.00,0.077
406.00,0.073
407.00,0.069
408.00,0.065
409.00,0.062
410.00,0.058
411.00,0.055
412.00,0.052
413.00,0.050
414.00,0.047
415.00,0.045
416.00,0.044
417.00,0.040
418.00,0.038
419.00,0.036
420.00,0.034
421.00,0.032
422.00,0.030
423.00,0.028
424.00,0.026
425.00,0.025
426.00,0.023
427.00,0.022
428.00,0.020
429.00,0.019
430.00,0.017
431.00,0.016
432.00,0.015
433.00,0.013
434.00,0.012
435.00,0.011
436.00,0.010
437.00,0.009
438.00,0.008
439.00,0.007
440.00,0.006
441.00,0.005
442.00,0.004
443.00,0.003
444.00,0.002
445.00,0.001
446.00,-0.000
447.00,-0.001
448.00,-0.002
449.00,-0.003
450.00,-0.003
451.00,-0.004
452.00,-0.005
453.00,-0.005
454.00,-0.006
455.00,-0.007
456.00,-0.007
457.00,-0.008
458.00,-0.009
459.00,-0.009
460.00,-0.010
461.00,-0.011
462.00,-0.011
463.00,-0.012
464.00,-0.012
465.00,-0.013
466.00,-0.013
467.00,-0.014
468.00,-0.014
469.00,-0.015
470.00,-0.015
471.00,-0.016
472.00,-0.016
473.00,-0.016
474.00,-0.017
475.00,-0.017
476.00,-0.017
477.00,-0.018
478.00,-0.018
479.00,-0.018
480.00,-0.018
481.00,-0.019
482.00,-0.019
483.00,-0.019
484.00,-0.020
485.00,-0.020
486.00,-0.020
487.00,-0.020
488.00,-0.021
489.00,-0.021
490.00,-0.021
491.00,-0.021
492.00,-0.021
493.00,-0.022
494.00,-0.022
495.00,-0.022
496.00,-0.022
497.00,-0.023
498.00,-0.023
499.00,-0.023
500.00,-0.023
501.00,-0.023
502.00,-0.024
503.00,-0.024
504.00,-0.024
505.00,-0.024
506.00,-0.024
507.00,-0.024
508.00,-0.024
509.00,-0.025
510.00,-0.025
511.00,-0.025
512.00,-0.025
513.00,-0.025
514.00,-0.025
515.00,-0.025
516.00,-0.025
517.00,-0.026
518.00,-0.026
519.00,-0.026
520.00,-0.026
521.00,-0.026
522.00,-0.026
523.00,-0.026
524.00,-0.026
525.00,-0.026
526.00,-0.026
527.00,-0.026
528.00,-0.027
529.00,-0.027
530.00,-0.027
531.00,-0.027
532.00,-0.027
533.00,-0.027
534.00,-0.027
535.00,-0.028
536.00,-0.029
537.00,-0.028
538.00,-0.028
539.00,-0.028
540.00,-0.028
541.00,-0.028
542.00,-0.028
543.00,-0.028
544.00,-0.028
545.00,-0.028
546.00,-0.028
547.00,-0.029
548.00,-0.029
549.00,-0.029
550.00,-0.029
551.00,-0.029
552.00,-0.029
553.00,-0.029
554.00,-0.029
555.00,-0.029
556.00,-0.029
557.00,-0.029
558.00,-0.029
