"2025-05-08_SoFlexII_4 - RawData"
"Wavelength nm.","Abs."
400.00,0.096
401.00,0.091
402.00,0.087
403.00,0.082
404.00,0.078
405.00,0.074
406.00,0.070
407.00,0.066
408.00,0.063
409.00,0.059
410.00,0.056
411.00,0.053
412.00,0.050
413.00,0.047
414.00,0.044
415.00,0.042
416.00,0.041
417.00,0.038
418.00,0.035
419.00,0.033
420.00,0.031
421.00,0.029
422.00,0.027
423.00,0.026
424.00,0.024
425.00,0.022
426.00,0.021
427.00,0.019
428.00,0.018
429.00,0.016
430.00,0.015
431.00,0.014
432.00,0.012
433.00,0.011
434.00,0.010
435.00,0.009
436.00,0.008
437.00,0.006
438.00,0.005
439.00,0.004
440.00,0.003
441.00,0.002
442.00,0.001
443.00,0.000
444.00,-0.001
445.00,-0.002
446.00,-0.002
447.00,-0.003
448.00,-0.004
449.00,-0.005
450.00,-0.006
451.00,-0.006
452.00,-0.007
453.00,-0.008
454.00,-0.008
455.00,-0.009
456.00,-0.010
457.00,-0.010
458.00,-0.011
459.00,-0.012
460.00,-0.012
461.00,-0.013
462.00,-0.013
463.00,-0.014
464.00,-0.015
465.00,-0.015
466.00,-0.016
467.00,-0.016
468.00,-0.017
469.00,-0.017
470.00,-0.017
471.00,-0.018
472.00,-0.018
473.00,-0.018
474.00,-0.019
475.00,-0.019
476.00,-0.019
477.00,-0.020
478.00,-0.020
479.00,-0.020
480.00,-0.021
481.00,-0.021
482.00,-0.021
483.00,-0.021
484.00,-0.022
485.00,-0.022
486.00,-0.022
487.00,-0.022
488.00,-0.023
489.00,-0.023
490.00,-0.023
491.00,-0.023
492.00,-0.023
493.00,-0.024
494.00,-0.024
495.00,-0.024
496.00,-0.024
497.00,-0.025
498.00,-0.025
499.00,-0.025
500.00,-0.025
501.00,-0.025
502.00,-0.026
503.00,-0.026
504.00,-0.026
505.00,-0.026
506.00,-0.026
507.00,-0.026
508.00,-0.026
509.00,-0.027
510.00,-0.027
511.00,-0.027
512.00,-0.027
513.00,-0.027
514.00,-0.027
515.00,-0.027
516.00,-0.027
517.00,-0.028
518.00,-0.028
519.00,-0.028
520.00,-0.028
521.00,-0.028
522.00,-0.028
523.00,-0.028
524.00,-0.028
525.00,-0.028
526.00,-0.028
527.00,-0.028
528.00,-0.029
529.00,-0.029
530.00,-0.029
531.00,-0.029
532.00,-0.029
533.00,-0.029
534.00,-0.029
535.00,-0.030
536.00,-0.030
537.00,-0.030
538.00,-0.030
539.00,-0.030
540.00,-0.030
541.00,-0.030
542.00,-0.030
543.00,-0.030
544.00,-0.030
545.00,-0.030
546.00,-0.030
547.00,-0.030
548.00,-0.031
549.00,-0.031
550.00,-0.031
551.00,-0.031
552.00,-0.031
553.00,-0.031
554.00,-0.031
555.00,-0.031
556.00,-0.031
557.00,-0.031
558.00,-0.031
559.00,-0.031
560.00,-0.031
