Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 4/24/2025 1:41:08 PM, 632.8, 1.4829 , , , , 
, 4/24/2025 1:41:56 PM, 632.8, 1.4828 , , , , 
, 4/24/2025 1:42:44 PM, 632.8, 1.4828 , , , , 
, 4/24/2025 1:43:32 PM, 632.8, 1.4827 , , , , 
, 4/24/2025 1:44:20 PM, 632.8, 1.4830 , , , , 
, 4/24/2025 1:45:39 PM, 632.8, 1.4827 , , , , 
, 4/24/2025 1:46:27 PM, 632.8, 1.4827 , , , , 
, 4/24/2025 1:47:15 PM, 632.8, 1.4826 , , , , 
, 4/24/2025 1:48:03 PM, 632.8, 1.4829 , , , , 
, 4/24/2025 1:48:51 PM, 632.8, 1.4826 , , , , 
, 4/24/2025 1:49:59 PM, 632.8, 1.4825 , , , , 
, 4/24/2025 1:50:47 PM, 632.8, 1.4829 , , , , 
, 4/24/2025 1:51:35 PM, 632.8, 1.4827 , , , , 
, 4/24/2025 1:52:23 PM, 632.8, 1.4829 , , , , 
, 4/24/2025 1:53:11 PM, 632.8, 1.4826 , , , , 
, 4/24/2025 1:54:17 PM, 972.3, 1.4751 , , , , 
, 4/24/2025 1:55:05 PM, 972.3, 1.4752 , , , , 
, 4/24/2025 1:55:53 PM, 972.3, 1.4750 , , , , 
, 4/24/2025 1:56:41 PM, 972.3, 1.4746 , , , , 
, 4/24/2025 1:57:29 PM, 972.3, 1.4750 , , , , 
, 4/24/2025 1:58:52 PM, 972.3, 1.4751 , , , , 
, 4/24/2025 1:59:40 PM, 972.3, 1.4747 , , , , 
, 4/24/2025 2:00:28 PM, 972.3, 1.4751 , , , , 
, 4/24/2025 2:01:16 PM, 972.3, 1.4747 , , , , 
, 4/24/2025 2:02:04 PM, 972.3, 1.4748 , , , , 
, 4/24/2025 2:03:28 PM, 972.3, 1.4751 , , , , 
, 4/24/2025 2:04:16 PM, 972.3, 1.4747 , , , , 
, 4/24/2025 2:05:04 PM, 972.3, 1.4750 , , , , 
, 4/24/2025 2:05:52 PM, 972.3, 1.4750 , , , , 
, 4/24/2025 2:06:40 PM, 972.3, 1.4748 , , , , 
, 4/24/2025 2:07:40 PM, 403.2, 1.5027 , , , , 
, 4/24/2025 2:08:28 PM, 403.2, 1.5029 , , , , 
, 4/24/2025 2:09:16 PM, 403.2, 1.5031 , , , , 
, 4/24/2025 2:10:04 PM, 403.2, 1.5028 , , , , 
, 4/24/2025 2:10:52 PM, 403.2, 1.5029 , , , , 
, 4/24/2025 2:12:22 PM, 403.2, 1.5029 , , , , 
, 4/24/2025 2:13:10 PM, 403.2, 1.5028 , , , , 
, 4/24/2025 2:13:58 PM, 403.2, 1.5029 , , , , 
, 4/24/2025 2:14:46 PM, 403.2, 1.5029 , , , , 
, 4/24/2025 2:15:34 PM, 403.2, 1.5030 , , , , 
, 4/24/2025 2:26:07 PM, 403.2, 1.5030 , , , , 
, 4/24/2025 2:26:55 PM, 403.2, 1.5026 , , , , 
, 4/24/2025 2:27:43 PM, 403.2, 1.5031 , , , , 
, 4/24/2025 2:28:31 PM, 403.2, 1.5027 , , , , 
, 4/24/2025 2:29:19 PM, 403.2, 1.5034 , , , , 

Mean, , , 1.4869 , 
Std Dev, , , .0119 , 
% Std Dev, , , 0.80, 
Count, , , 45, 
Min, , , 1.4746 , 
Max, , , 1.5034 , 


