"File_250328_153453_10-1 - RawData"
"Wavelength nm.","Abs."
400.00,0.684
401.00,0.581
402.00,0.479
403.00,0.394
404.00,0.325
405.00,0.268
406.00,0.220
407.00,0.179
408.00,0.146
409.00,0.119
410.00,0.097
411.00,0.080
412.00,0.065
413.00,0.053
414.00,0.043
415.00,0.036
416.00,0.031
417.00,0.023
418.00,0.018
419.00,0.014
420.00,0.011
421.00,0.008
422.00,0.006
423.00,0.004
424.00,0.002
425.00,0.000
426.00,-0.001
427.00,-0.002
428.00,-0.003
429.00,-0.004
430.00,-0.005
431.00,-0.005
432.00,-0.006
433.00,-0.007
434.00,-0.007
435.00,-0.008
436.00,-0.008
437.00,-0.008
438.00,-0.009
439.00,-0.009
440.00,-0.009
441.00,-0.010
442.00,-0.010
443.00,-0.010
444.00,-0.010
445.00,-0.011
446.00,-0.011
447.00,-0.011
448.00,-0.011
449.00,-0.011
450.00,-0.012
451.00,-0.012
452.00,-0.012
453.00,-0.012
454.00,-0.012
455.00,-0.012
456.00,-0.013
457.00,-0.013
458.00,-0.013
459.00,-0.013
460.00,-0.013
461.00,-0.013
462.00,-0.013
463.00,-0.014
464.00,-0.014
465.00,-0.014
466.00,-0.014
467.00,-0.014
468.00,-0.014
469.00,-0.014
470.00,-0.014
471.00,-0.014
472.00,-0.014
473.00,-0.015
474.00,-0.015
475.00,-0.015
476.00,-0.015
477.00,-0.015
478.00,-0.015
479.00,-0.015
480.00,-0.015
481.00,-0.015
482.00,-0.015
483.00,-0.015
484.00,-0.015
485.00,-0.016
486.00,-0.015
487.00,-0.016
488.00,-0.016
489.00,-0.016
490.00,-0.016
491.00,-0.016
492.00,-0.016
493.00,-0.016
494.00,-0.016
495.00,-0.016
496.00,-0.016
497.00,-0.016
498.00,-0.016
499.00,-0.016
500.00,-0.016
501.00,-0.016
502.00,-0.016
503.00,-0.016
504.00,-0.016
505.00,-0.016
506.00,-0.016
507.00,-0.016
508.00,-0.017
509.00,-0.017
510.00,-0.017
511.00,-0.016
512.00,-0.017
513.00,-0.017
514.00,-0.017
515.00,-0.017
516.00,-0.017
517.00,-0.017
518.00,-0.017
519.00,-0.017
520.00,-0.017
521.00,-0.017
522.00,-0.017
523.00,-0.017
524.00,-0.017
525.00,-0.017
526.00,-0.017
527.00,-0.017
528.00,-0.017
529.00,-0.017
530.00,-0.017
531.00,-0.017
532.00,-0.017
533.00,-0.017
534.00,-0.017
535.00,-0.017
536.00,-0.018
537.00,-0.017
538.00,-0.017
539.00,-0.017
540.00,-0.017
541.00,-0.017
542.00,-0.017
543.00,-0.017
544.00,-0.017
545.00,-0.017
546.00,-0.017
547.00,-0.017
548.00,-0.017
549.00,-0.017
550.00,-0.017
551.00,-0.017
552.00,-0.017
553.00,-0.017
554.00,-0.017
555.00,-0.017
556.00,-0.017
557.00,-0.016
558.00,-0.016
559.00,-0.016
560.00,-0.016
561.00,-0.017
562.00,-0.016
563.00,-0.016
564.00,-0.017
565.00,-0.016
566.00,-0.017
567.00,-0.016
568.00,-0.016
569.00,-0.017
570.00,-0.017
571.00,-0.017
572.00,-0.017
573.00,-0.017
574.00,-0.017
575.00,-0.017
576.00,-0.017
577.00,-0.017
578.00,-0.017
579.00,-0.017
580.00,-0.017
581.00,-0.017
582.00,-0.017
583.00,-0.017
584.00,-0.017
585.00,-0.017
586.00,-0.018
587.00,-0.018
588.00,-0.018
589.00,-0.018
590.00,-0.018
591.00,-0.018
592.00,-0.017
593.00,-0.018
594.00,-0.017
595.00,-0.018
596.00,-0.017
597.00,-0.018
598.00,-0.017
599.00,-0.017
600.00,-0.017
601.00,-0.017
602.00,-0.017
603.00,-0.017
604.00,-0.017
605.00,-0.017
606.00,-0.017
607.00,-0.017
608.00,-0.017
609.00,-0.017
610.00,-0.017
611.00,-0.018
612.00,-0.018
613.00,-0.018
614.00,-0.018
615.00,-0.018
616.00,-0.018
617.00,-0.018
618.00,-0.018
619.00,-0.018
620.00,-0.018
621.00,-0.018
622.00,-0.019
623.00,-0.019
624.00,-0.019
625.00,-0.019
626.00,-0.019
627.00,-0.019
628.00,-0.019
629.00,-0.019
630.00,-0.020
631.00,-0.020
632.00,-0.020
633.00,-0.020
634.00,-0.020
635.00,-0.020
636.00,-0.020
637.00,-0.020
638.00,-0.021
639.00,-0.021
640.00,-0.021
641.00,-0.021
642.00,-0.021
643.00,-0.021
644.00,-0.021
645.00,-0.021
646.00,-0.021
647.00,-0.021
648.00,-0.021
649.00,-0.021
650.00,-0.021
651.00,-0.022
652.00,-0.022
653.00,-0.022
654.00,-0.022
655.00,-0.022
656.00,-0.022
657.00,-0.022
658.00,-0.022
659.00,-0.022
660.00,-0.022
661.00,-0.022
662.00,-0.022
663.00,-0.022
664.00,-0.022
665.00,-0.022
666.00,-0.022
667.00,-0.022
668.00,-0.022
669.00,-0.022
670.00,-0.022
671.00,-0.022
672.00,-0.022
673.00,-0.022
674.00,-0.022
675.00,-0.022
676.00,-0.022
677.00,-0.022
678.00,-0.022
679.00,-0.022
680.00,-0.022
681.00,-0.022
682.00,-0.023
683.00,-0.023
684.00,-0.022
685.00,-0.023
686.00,-0.023
687.00,-0.023
688.00,-0.023
689.00,-0.023
690.00,-0.023
691.00,-0.023
692.00,-0.023
693.00,-0.023
694.00,-0.023
695.00,-0.023
696.00,-0.023
697.00,-0.023
698.00,-0.023
699.00,-0.023
700.00,-0.023
701.00,-0.023
702.00,-0.023
703.00,-0.023
704.00,-0.023
705.00,-0.023
706.00,-0.023
707.00,-0.023
708.00,-0.023
709.00,-0.023
710.00,-0.023
711.00,-0.023
712.00,-0.023
713.00,-0.023
714.00,-0.023
715.00,-0.023
716.00,-0.023
717.00,-0.023
718.00,-0.023
719.00,-0.023
720.00,-0.023
721.00,-0.023
722.00,-0.023
723.00,-0.022
724.00,-0.022
725.00,-0.022
726.00,-0.022
727.00,-0.022
728.00,-0.022
729.00,-0.022
730.00,-0.022
731.00,-0.022
732.00,-0.022
733.00,-0.021
734.00,-0.021
735.00,-0.021
736.00,-0.021
737.00,-0.021
738.00,-0.021
739.00,-0.020
740.00,-0.020
741.00,-0.020
742.00,-0.020
743.00,-0.020
744.00,-0.020
745.00,-0.020
746.00,-0.020
747.00,-0.020
748.00,-0.020
749.00,-0.020
750.00,-0.021
751.00,-0.020
752.00,-0.021
753.00,-0.021
754.00,-0.021
755.00,-0.021
756.00,-0.021
757.00,-0.021
758.00,-0.021
759.00,-0.021
760.00,-0.020
761.00,-0.021
762.00,-0.022
763.00,-0.022
764.00,-0.022
765.00,-0.022
766.00,-0.022
767.00,-0.022
768.00,-0.022
769.00,-0.022
770.00,-0.022
771.00,-0.022
772.00,-0.022
773.00,-0.023
774.00,-0.023
775.00,-0.023
776.00,-0.023
777.00,-0.023
778.00,-0.023
779.00,-0.023
780.00,-0.023
781.00,-0.023
782.00,-0.023
783.00,-0.023
784.00,-0.023
785.00,-0.023
786.00,-0.023
787.00,-0.023
788.00,-0.023
789.00,-0.023
790.00,-0.023
791.00,-0.023
792.00,-0.023
793.00,-0.023
794.00,-0.023
795.00,-0.023
796.00,-0.023
797.00,-0.023
798.00,-0.023
799.00,-0.023
800.00,-0.023
801.00,-0.023
802.00,-0.023
803.00,-0.023
804.00,-0.022
805.00,-0.022
806.00,-0.022
807.00,-0.023
808.00,-0.023
809.00,-0.022
810.00,-0.022
811.00,-0.022
812.00,-0.022
813.00,-0.022
814.00,-0.022
815.00,-0.022
816.00,-0.022
817.00,-0.022
818.00,-0.022
819.00,-0.022
820.00,-0.022
821.00,-0.022
822.00,-0.022
823.00,-0.022
824.00,-0.022
825.00,-0.022
826.00,-0.022
827.00,-0.022
828.00,-0.022
829.00,-0.022
830.00,-0.022
831.00,-0.022
832.00,-0.022
833.00,-0.022
834.00,-0.022
835.00,-0.022
836.00,-0.022
837.00,-0.022
838.00,-0.022
839.00,-0.022
840.00,-0.023
841.00,-0.023
842.00,-0.023
843.00,-0.023
844.00,-0.023
845.00,-0.023
846.00,-0.023
847.00,-0.023
848.00,-0.023
849.00,-0.023
850.00,-0.023
851.00,-0.023
852.00,-0.023
853.00,-0.023
854.00,-0.023
855.00,-0.023
856.00,-0.022
857.00,-0.022
858.00,-0.022
859.00,-0.022
860.00,-0.022
861.00,-0.022
862.00,-0.022
863.00,-0.021
864.00,-0.021
865.00,-0.021
866.00,-0.021
867.00,-0.021
868.00,-0.020
869.00,-0.020
870.00,-0.020
871.00,-0.019
872.00,-0.019
873.00,-0.019
874.00,-0.019
875.00,-0.019
876.00,-0.018
877.00,-0.018
878.00,-0.018
879.00,-0.017
880.00,-0.017
881.00,-0.017
882.00,-0.016
883.00,-0.016
884.00,-0.016
885.00,-0.015
886.00,-0.015
887.00,-0.014
888.00,-0.013
889.00,-0.012
890.00,-0.011
891.00,-0.010
892.00,-0.009
893.00,-0.008
894.00,-0.007
895.00,-0.005
896.00,-0.004
897.00,-0.002
898.00,-0.001
899.00,0.001
900.00,0.003
901.00,0.005
902.00,0.006
903.00,0.008
904.00,0.010
905.00,0.011
906.00,0.013
907.00,0.014
908.00,0.015
909.00,0.016
910.00,0.017
911.00,0.017
912.00,0.016
913.00,0.016
914.00,0.015
915.00,0.015
916.00,0.014
917.00,0.013
918.00,0.013
919.00,0.012
920.00,0.011
921.00,0.011
922.00,0.010
923.00,0.009
924.00,0.008
925.00,0.007
926.00,0.005
927.00,0.004
928.00,0.003
929.00,0.002
930.00,0.001
931.00,0.000
932.00,-0.001
933.00,-0.002
934.00,-0.003
