Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 4/16/2025 9:40:19 AM, 632.8, 1.4782 , , , , 
, 4/16/2025 9:41:07 AM, 632.8, 1.4780 , , , , 
, 4/16/2025 9:41:55 AM, 632.8, 1.4780 , , , , 
, 4/16/2025 9:42:43 AM, 632.8, 1.4779 , , , , 
, 4/16/2025 9:43:31 AM, 632.8, 1.4778 , , , , 
, 4/16/2025 9:47:26 AM, 632.8, 1.4777 , , , , 
, 4/16/2025 9:48:14 AM, 632.8, 1.4777 , , , , 
, 4/16/2025 9:49:02 AM, 632.8, 1.4776 , , , , 
, 4/16/2025 9:49:50 AM, 632.8, 1.4774 , , , , 
, 4/16/2025 9:50:38 AM, 632.8, 1.4774 , , , , 
, 4/16/2025 9:53:11 AM, 632.8, 1.4776 , , , , 
, 4/16/2025 9:53:59 AM, 632.8, 1.4778 , , , , 
, 4/16/2025 9:54:47 AM, 632.8, 1.4775 , , , , 
, 4/16/2025 9:55:35 AM, 632.8, 1.4776 , , , , 
, 4/16/2025 9:56:23 AM, 632.8, 1.4775 , , , , 
, 4/16/2025 9:58:02 AM, 972.3, 1.4709 , , , , 
, 4/16/2025 9:58:50 AM, 972.3, 1.4708 , , , , 
, 4/16/2025 9:59:38 AM, 972.3, 1.4709 , , , , 
, 4/16/2025 10:00:26 AM, 972.3, 1.4710 , , , , 
, 4/16/2025 10:01:14 AM, 972.3, 1.4710 , , , , 
, 4/16/2025 10:04:36 AM, 972.3, 1.4704 , , , , 
, 4/16/2025 10:05:24 AM, 972.3, 1.4710 , , , , 
, 4/16/2025 10:06:12 AM, 972.3, 1.4705 , , , , 
, 4/16/2025 10:07:00 AM, 972.3, 1.4704 , , , , 
, 4/16/2025 10:07:48 AM, 972.3, 1.4706 , , , , 
, 4/16/2025 10:11:50 AM, 972.3, 1.4705 , , , , 
, 4/16/2025 10:12:38 AM, 972.3, 1.4706 , , , , 
, 4/16/2025 10:13:26 AM, 972.3, 1.4705 , , , , 
, 4/16/2025 10:14:14 AM, 972.3, 1.4708 , , , , 
, 4/16/2025 10:15:02 AM, 972.3, 1.4700 , , , , 
, 4/16/2025 10:16:07 AM, 403.2, 1.4952 , , , , 
, 4/16/2025 10:16:55 AM, 403.2, 1.4956 , , , , 
, 4/16/2025 10:17:43 AM, 403.2, 1.4952 , , , , 
, 4/16/2025 10:18:31 AM, 403.2, 1.4949 , , , , 
, 4/16/2025 10:19:19 AM, 403.2, 1.4948 , , , , 
, 4/16/2025 10:22:44 AM, 403.2, 1.4964 , , , , 
, 4/16/2025 10:23:32 AM, 403.2, 1.4946 , , , , 
, 4/16/2025 10:24:20 AM, 403.2, 1.4945 , , , , 
, 4/16/2025 10:25:08 AM, 403.2, 1.4947 , , , , 
, 4/16/2025 10:25:56 AM, 403.2, 1.4948 , , , , 
, 4/16/2025 10:27:35 AM, 403.2, 1.4948 , , , , 
, 4/16/2025 10:28:23 AM, 403.2, 1.4949 , , , , 
, 4/16/2025 10:29:11 AM, 403.2, 1.4949 , , , , 
, 4/16/2025 10:29:59 AM, 403.2, 1.4947 , , , , 
, 4/16/2025 10:30:47 AM, 403.2, 1.4950 , , , , 

Mean, , , 1.4811 , 
Std Dev, , , .0103 , 
% Std Dev, , , 0.70, 
Count, , , 45, 
Min, , , 1.4700 , 
Max, , , 1.4964 , 


