Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 3/28/2025 4:05:24 PM, 632.8, 1.4786 , , , , 
, 3/28/2025 4:06:12 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:06:59 PM, 632.8, 1.4787 , , , , 
, 3/28/2025 4:07:47 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:08:35 PM, 632.8, 1.4782 , , , , 
, 3/28/2025 4:12:12 PM, 632.8, 1.4788 , , , , 
, 3/28/2025 4:13:00 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:13:48 PM, 632.8, 1.4784 , , , , 
, 3/28/2025 4:14:36 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:15:24 PM, 632.8, 1.4784 , , , , 
, 3/28/2025 4:16:58 PM, 632.8, 1.4782 , , , , 
, 3/28/2025 4:17:46 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:18:34 PM, 632.8, 1.4783 , , , , 
, 3/28/2025 4:19:22 PM, 632.8, 1.4784 , , , , 
, 3/28/2025 4:20:10 PM, 632.8, 1.4785 , , , , 
, 3/28/2025 4:21:38 PM, 972.3, 1.4715 , , , , 
, 3/28/2025 4:22:26 PM, 972.3, 1.4710 , , , , 
, 3/28/2025 4:23:14 PM, 972.3, 1.4715 , , , , 
, 3/28/2025 4:24:02 PM, 972.3, 1.4718 , , , , 
, 3/28/2025 4:24:50 PM, 972.3, 1.4714 , , , , 
, 3/28/2025 4:26:20 PM, 972.3, 1.4716 , , , , 
, 3/28/2025 4:27:08 PM, 972.3, 1.4719 , , , , 
, 3/28/2025 4:27:56 PM, 972.3, 1.4714 , , , , 
, 3/28/2025 4:28:44 PM, 972.3, 1.4714 , , , , 
, 3/28/2025 4:29:32 PM, 972.3, 1.4718 , , , , 
, 3/28/2025 4:30:55 PM, 972.3, 1.4719 , , , , 
, 3/28/2025 4:31:43 PM, 972.3, 1.4716 , , , , 
, 3/28/2025 4:32:31 PM, 972.3, 1.4719 , , , , 
, 3/28/2025 4:33:19 PM, 972.3, 1.4715 , , , , 
, 3/28/2025 4:34:07 PM, 972.3, 1.4715 , , , , 
, 3/28/2025 4:35:53 PM, 403.2, 1.4968 , , , , 
, 3/28/2025 4:36:41 PM, 403.2, 1.4970 , , , , 
, 3/28/2025 4:37:29 PM, 403.2, 1.4970 , , , , 
, 3/28/2025 4:38:17 PM, 403.2, 1.4969 , , , , 
, 3/28/2025 4:39:05 PM, 403.2, 1.4967 , , , , 
, 3/28/2025 4:40:26 PM, 403.2, 1.4974 , , , , 
, 3/28/2025 4:41:14 PM, 403.2, 1.4974 , , , , 
, 3/28/2025 4:42:02 PM, 403.2, 1.4973 , , , , 
, 3/28/2025 4:42:50 PM, 403.2, 1.4971 , , , , 
, 3/28/2025 4:43:38 PM, 403.2, 1.4971 , , , , 
, 3/28/2025 4:45:07 PM, 403.2, 1.4971 , , , , 
, 3/28/2025 4:45:55 PM, 403.2, 1.4969 , , , , 
, 3/28/2025 4:46:43 PM, 403.2, 1.4972 , , , , 
, 3/28/2025 4:47:31 PM, 403.2, 1.4969 , , , , 
, 3/28/2025 4:48:19 PM, 403.2, 1.4967 , , , , 

Mean, , , 1.4824 , 
Std Dev, , , .0109 , 
% Std Dev, , , 0.73, 
Count, , , 45, 
Min, , , 1.4710 , 
Max, , , 1.4974 , 


