Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 3/28/2025 2:21:22 PM, 632.8, 1.4753 , , , , 
, 3/28/2025 2:22:10 PM, 632.8, 1.4754 , , , , 
, 3/28/2025 2:22:58 PM, 632.8, 1.4754 , , , , 
, 3/28/2025 2:23:46 PM, 632.8, 1.4755 , , , , 
, 3/28/2025 2:24:34 PM, 632.8, 1.4752 , , , , 
, 3/28/2025 2:26:16 PM, 632.8, 1.4757 , , , , 
, 3/28/2025 2:27:04 PM, 632.8, 1.4757 , , , , 
, 3/28/2025 2:27:52 PM, 632.8, 1.4757 , , , , 
, 3/28/2025 2:28:40 PM, 632.8, 1.4755 , , , , 
, 3/28/2025 2:29:28 PM, 632.8, 1.4756 , , , , 
, 3/28/2025 2:31:29 PM, 632.8, 1.4756 , , , , 
, 3/28/2025 2:32:17 PM, 632.8, 1.4756 , , , , 
, 3/28/2025 2:33:05 PM, 632.8, 1.4754 , , , , 
, 3/28/2025 2:33:53 PM, 632.8, 1.4756 , , , , 
, 3/28/2025 2:34:41 PM, 632.8, 1.4754 , , , , 
, 3/28/2025 2:36:08 PM, 972.3, 1.4685 , , , , 
, 3/28/2025 2:36:56 PM, 972.3, 1.4683 , , , , 
, 3/28/2025 2:37:44 PM, 972.3, 1.4687 , , , , 
, 3/28/2025 2:38:32 PM, 972.3, 1.4687 , , , , 
, 3/28/2025 2:39:20 PM, 972.3, 1.4684 , , , , 
, 3/28/2025 2:40:44 PM, 972.3, 1.4813 , , , , 
, 3/28/2025 2:41:32 PM, 972.3, 1.4683 , , , , 
, 3/28/2025 2:42:20 PM, 972.3, 1.4684 , , , , 
, 3/28/2025 2:43:07 PM, 972.3, 1.4685 , , , , 
, 3/28/2025 2:43:55 PM, 972.3, 1.4685 , , , , 
, 3/28/2025 2:45:19 PM, 972.3, 1.4679 , , , , 
, 3/28/2025 2:46:07 PM, 972.3, 1.4696 , , , , 
, 3/28/2025 2:46:55 PM, 972.3, 1.4700 , , , , 
, 3/28/2025 2:47:43 PM, 972.3, 1.4697 , , , , 
, 3/28/2025 2:48:31 PM, 972.3, 1.4697 , , , , 
, 3/28/2025 2:50:53 PM, 403.2, 1.4929 , , , , 
, 3/28/2025 2:51:41 PM, 403.2, 1.4925 , , , , 
, 3/28/2025 2:52:29 PM, 403.2, 1.4926 , , , , 
, 3/28/2025 2:53:17 PM, 403.2, 1.4928 , , , , 
, 3/28/2025 2:54:05 PM, 403.2, 1.4925 , , , , 
, 3/28/2025 2:55:26 PM, 403.2, 1.4922 , , , , 
, 3/28/2025 2:56:14 PM, 403.2, 1.4923 , , , , 
, 3/28/2025 2:57:02 PM, 403.2, 1.4923 , , , , 
, 3/28/2025 2:57:50 PM, 403.2, 1.4926 , , , , 
, 3/28/2025 2:58:38 PM, 403.2, 1.4925 , , , , 
, 3/28/2025 3:00:32 PM, 403.2, 1.4928 , , , , 
, 3/28/2025 3:01:20 PM, 403.2, 1.4926 , , , , 
, 3/28/2025 3:02:07 PM, 403.2, 1.4928 , , , , 
, 3/28/2025 3:02:55 PM, 403.2, 1.4927 , , , , 
, 3/28/2025 3:03:43 PM, 403.2, 1.4924 , , , , 

Mean, , , 1.4792 , 
Std Dev, , , .0100 , 
% Std Dev, , , 0.68, 
Count, , , 45, 
Min, , , 1.4679 , 
Max, , , 1.4929 , 


