Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 4/2/2025 10:23:12 AM, 632.8, 1.4742 , , , , 
, 4/2/2025 10:24:00 AM, 632.8, 1.4744 , , , , 
, 4/2/2025 10:24:48 AM, 632.8, 1.4743 , , , , 
, 4/2/2025 10:25:36 AM, 632.8, 1.4743 , , , , 
, 4/2/2025 10:26:24 AM, 632.8, 1.4742 , , , , 
, 4/2/2025 10:28:20 AM, 632.8, 1.4747 , , , , 
, 4/2/2025 10:29:08 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:29:56 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:30:44 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:31:32 AM, 632.8, 1.4744 , , , , 
, 4/2/2025 10:32:52 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:33:40 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:34:28 AM, 632.8, 1.4743 , , , , 
, 4/2/2025 10:35:16 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:36:04 AM, 632.8, 1.4745 , , , , 
, 4/2/2025 10:37:21 AM, 972.3, 1.4677 , , , , 
, 4/2/2025 10:38:09 AM, 972.3, 1.4680 , , , , 
, 4/2/2025 10:38:57 AM, 972.3, 1.4675 , , , , 
, 4/2/2025 10:39:45 AM, 972.3, 1.4673 , , , , 
, 4/2/2025 10:40:33 AM, 972.3, 1.4673 , , , , 
, 4/2/2025 10:42:11 AM, 972.3, 1.4671 , , , , 
, 4/2/2025 10:42:59 AM, 972.3, 1.4675 , , , , 
, 4/2/2025 10:43:47 AM, 972.3, 1.4679 , , , , 
, 4/2/2025 10:44:35 AM, 972.3, 1.4674 , , , , 
, 4/2/2025 10:45:23 AM, 972.3, 1.4672 , , , , 
, 4/2/2025 10:48:10 AM, 972.3, 1.4672 , , , , 
, 4/2/2025 10:48:58 AM, 972.3, 1.4670 , , , , 
, 4/2/2025 10:49:46 AM, 972.3, 1.4670 , , , , 
, 4/2/2025 10:50:34 AM, 972.3, 1.4670 , , , , 
, 4/2/2025 10:51:22 AM, 972.3, 1.4676 , , , , 
, 4/2/2025 10:52:26 AM, 403.2, 1.4910 , , , , 
, 4/2/2025 10:53:14 AM, 403.2, 1.4909 , , , , 
, 4/2/2025 10:54:02 AM, 403.2, 1.4904 , , , , 
, 4/2/2025 10:54:50 AM, 403.2, 1.4912 , , , , 
, 4/2/2025 10:55:38 AM, 403.2, 1.4910 , , , , 
, 4/2/2025 10:57:33 AM, 403.2, 1.4916 , , , , 
, 4/2/2025 10:58:21 AM, 403.2, 1.4910 , , , , 
, 4/2/2025 10:59:09 AM, 403.2, 1.4916 , , , , 
, 4/2/2025 10:59:57 AM, 403.2, 1.4914 , , , , 
, 4/2/2025 11:00:45 AM, 403.2, 1.4913 , , , , 
, 4/2/2025 11:02:00 AM, 403.2, 1.4917 , , , , 
, 4/2/2025 11:02:48 AM, 403.2, 1.4917 , , , , 
, 4/2/2025 11:03:36 AM, 403.2, 1.4909 , , , , 
, 4/2/2025 11:04:24 AM, 403.2, 1.4911 , , , , 
, 4/2/2025 11:05:12 AM, 403.2, 1.4915 , , , , 

Mean, , , 1.4777 , 
Std Dev, , , .0101 , 
% Std Dev, , , 0.68, 
Count, , , 45, 
Min, , , 1.4670 , 
Max, , , 1.4917 , 


