Meas. ID, Time/Date, WV, Index, Sort #1, Sort #2, Sort #3, 
, 4/2/2025 3:05:51 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:06:39 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:07:27 PM, 632.8, 1.4816 , , , , 
, 4/2/2025 3:08:15 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:09:03 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:10:28 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:11:16 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:12:04 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:12:52 PM, 632.8, 1.4815 , , , , 
, 4/2/2025 3:13:40 PM, 632.8, 1.4816 , , , , 
, 4/2/2025 3:15:17 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:16:05 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:16:53 PM, 632.8, 1.4817 , , , , 
, 4/2/2025 3:17:41 PM, 632.8, 1.4819 , , , , 
, 4/2/2025 3:18:29 PM, 632.8, 1.4816 , , , , 
, 4/2/2025 3:19:50 PM, 972.3, 1.4743 , , , , 
, 4/2/2025 3:20:38 PM, 972.3, 1.4741 , , , , 
, 4/2/2025 3:21:26 PM, 972.3, 1.4738 , , , , 
, 4/2/2025 3:22:14 PM, 972.3, 1.4737 , , , , 
, 4/2/2025 3:23:02 PM, 972.3, 1.4736 , , , , 
, 4/2/2025 3:24:30 PM, 972.3, 1.4740 , , , , 
, 4/2/2025 3:25:18 PM, 972.3, 1.4739 , , , , 
, 4/2/2025 3:26:06 PM, 972.3, 1.4737 , , , , 
, 4/2/2025 3:26:54 PM, 972.3, 1.4744 , , , , 
, 4/2/2025 3:27:42 PM, 972.3, 1.4742 , , , , 
, 4/2/2025 3:29:14 PM, 972.3, 1.4744 , , , , 
, 4/2/2025 3:30:02 PM, 972.3, 1.4743 , , , , 
, 4/2/2025 3:30:50 PM, 972.3, 1.4739 , , , , 
, 4/2/2025 3:31:38 PM, 972.3, 1.4738 , , , , 
, 4/2/2025 3:32:26 PM, 972.3, 1.4739 , , , , 
, 4/2/2025 3:33:37 PM, 403.2, 1.5013 , , , , 
, 4/2/2025 3:34:25 PM, 403.2, 1.5015 , , , , 
, 4/2/2025 3:35:13 PM, 403.2, 1.5012 , , , , 
, 4/2/2025 3:36:01 PM, 403.2, 1.5015 , , , , 
, 4/2/2025 3:36:49 PM, 403.2, 1.5013 , , , , 
, 4/2/2025 3:37:59 PM, 403.2, 1.5013 , , , , 
, 4/2/2025 3:38:47 PM, 403.2, 1.5017 , , , , 
, 4/2/2025 3:39:35 PM, 403.2, 1.5015 , , , , 
, 4/2/2025 3:40:23 PM, 403.2, 1.5012 , , , , 
, 4/2/2025 3:41:11 PM, 403.2, 1.5015 , , , , 
, 4/2/2025 3:42:24 PM, 403.2, 1.5012 , , , , 
, 4/2/2025 3:43:12 PM, 403.2, 1.5015 , , , , 
, 4/2/2025 3:44:00 PM, 403.2, 1.5013 , , , , 
, 4/2/2025 3:44:48 PM, 403.2, 1.5013 , , , , 
, 4/2/2025 3:45:36 PM, 403.2, 1.5014 , , , , 

Mean, , , 1.4857 , 
Std Dev, , , .0117 , 
% Std Dev, , , 0.79, 
Count, , , 45, 
Min, , , 1.4736 , 
Max, , , 1.5017 , 


